NAME,GEO_ID,S0101_C01_001E,S1810_C01_001E,S1810_C02_001E,S1810_C03_001E,state,county,tract
"Census Tract 102, Hampton city, Virginia",51650010200,2130,673,82,12.2,51,650,10200
"Census Tract 103.04, Hampton city, Virginia",51650010304,8625,8212,981,11.9,51,650,10304
"Census Tract 103.06, Hampton city, Virginia",51650010306,6553,6215,1183,19.0,51,650,10306
"Census Tract 103.07, Hampton city, Virginia",51650010307,4878,4809,432,9.0,51,650,10307
"Census Tract 103.09, Hampton city, Virginia",51650010309,4755,4439,764,17.2,51,650,10309
"Census Tract 103.10, Hampton city, Virginia",51650010310,4005,3984,660,16.6,51,650,10310
"Census Tract 103.11, Hampton city, Virginia",51650010311,4130,4037,544,13.5,51,650,10311
"Census Tract 103.12, Hampton city, Virginia",51650010312,3576,3522,371,10.5,51,650,10312
"Census Tract 103.14, Hampton city, Virginia",51650010314,1951,1889,296,15.7,51,650,10314
"Census Tract 103.15, Hampton city, Virginia",51650010315,3411,3001,375,12.5,51,650,10315
"Census Tract 103.16, Hampton city, Virginia",51650010316,4351,3835,609,15.9,51,650,10316
"Census Tract 104, Hampton city, Virginia",51650010400,6067,5998,1368,22.8,51,650,10400
"Census Tract 105.02, Hampton city, Virginia",51650010502,3225,3088,424,13.7,51,650,10502
"Census Tract 105.03, Hampton city, Virginia",51650010503,2634,2534,529,20.9,51,650,10503
"Census Tract 105.04, Hampton city, Virginia",51650010504,4248,4195,821,19.6,51,650,10504
"Census Tract 106.01, Hampton city, Virginia",51650010601,1632,1433,240,16.7,51,650,10601
"Census Tract 106.02, Hampton city, Virginia",51650010602,2147,2135,505,23.7,51,650,10602
"Census Tract 107.01, Hampton city, Virginia",51650010701,3914,3853,575,14.9,51,650,10701
"Census Tract 107.02, Hampton city, Virginia",51650010702,3859,3636,701,19.3,51,650,10702
"Census Tract 107.03, Hampton city, Virginia",51650010703,2594,2423,337,13.9,51,650,10703
"Census Tract 108, Hampton city, Virginia",51650010800,4847,4605,912,19.8,51,650,10800
"Census Tract 109, Hampton city, Virginia",51650010900,2250,2226,237,10.6,51,650,10900
"Census Tract 110.01, Hampton city, Virginia",51650011001,2162,2113,121,5.7,51,650,11001
"Census Tract 110.02, Hampton city, Virginia",51650011002,3033,3020,639,21.2,51,650,11002
"Census Tract 111, Hampton city, Virginia",51650011100,440,440,73,16.6,51,650,11100
"Census Tract 112, Hampton city, Virginia",51650011200,2789,2767,518,18.7,51,650,11200
"Census Tract 113, Hampton city, Virginia",51650011300,1938,1931,244,12.6,51,650,11300
"Census Tract 114, Hampton city, Virginia",51650011400,2739,2592,250,9.6,51,650,11400
"Census Tract 115, Hampton city, Virginia",51650011500,3900,3806,493,13.0,51,650,11500
"Census Tract 116, Hampton city, Virginia",51650011600,3261,2960,226,7.6,51,650,11600
"Census Tract 118, Hampton city, Virginia",51650011800,5167,4909,745,15.2,51,650,11800
"Census Tract 119, Hampton city, Virginia",51650011900,2462,2461,600,24.4,51,650,11900
"Census Tract 120, Hampton city, Virginia",51650012000,3235,3160,575,18.2,51,650,12000
"Census Tract 121, Hampton city, Virginia",51650012100,5817,5696,1328,23.3,51,650,12100
"Census Tract 9901, Hampton city, Virginia",51650990100,0,0,0,-666666666.0,51,650,990100
"Census Tract 1.01, Harrisonburg city, Virginia",51660000101,4823,4817,609,12.6,51,660,101
"Census Tract 1.02, Harrisonburg city, Virginia",51660000102,6086,6086,954,15.7,51,660,102
"Census Tract 2.03, Harrisonburg city, Virginia",51660000203,1593,1593,146,9.2,51,660,203
"Census Tract 2.04, Harrisonburg city, Virginia",51660000204,4983,4945,194,3.9,51,660,204
"Census Tract 2.05, Harrisonburg city, Virginia",51660000205,5440,5411,446,8.2,51,660,205
"Census Tract 2.06, Harrisonburg city, Virginia",51660000206,5104,5104,306,6.0,51,660,206
"Census Tract 2.07, Harrisonburg city, Virginia",51660000207,5805,5780,419,7.2,51,660,207
"Census Tract 3.01, Harrisonburg city, Virginia",51660000301,3482,3482,286,8.2,51,660,301
"Census Tract 3.02, Harrisonburg city, Virginia",51660000302,5346,4943,438,8.9,51,660,302
"Census Tract 4.01, Harrisonburg city, Virginia",51660000401,3124,3045,619,20.3,51,660,401
"Census Tract 4.02, Harrisonburg city, Virginia",51660000402,6276,6276,1068,17.0,51,660,402
"Census Tract 8201, Hopewell city, Virginia",51670820100,1592,1592,441,27.7,51,670,820100
"Census Tract 8203, Hopewell city, Virginia",51670820300,2824,2736,469,17.1,51,670,820300
"Census Tract 8204, Hopewell city, Virginia",51670820400,6209,6169,1040,16.9,51,670,820400
"Census Tract 8205, Hopewell city, Virginia",51670820500,4011,4011,786,19.6,51,670,820500
"Census Tract 8206, Hopewell city, Virginia",51670820600,5524,5274,838,15.9,51,670,820600
"Census Tract 8207, Hopewell city, Virginia",51670820700,2860,2838,345,12.2,51,670,820700
"Census Tract 9801, Hopewell city, Virginia",51670980100,0,0,0,-666666666.0,51,670,980100
"Census Tract 9305.01, Lexington city, Virginia",51678930501,4318,4271,605,14.2,51,678,930501
"Census Tract 9800, Lexington city, Virginia",51678980000,2969,2969,226,7.6,51,678,980000
"Census Tract 1, Lynchburg city, Virginia",51680000100,4338,4199,483,11.5,51,680,100
"Census Tract 2.01, Lynchburg city, Virginia",51680000201,6429,6350,721,11.4,51,680,201
"Census Tract 2.03, Lynchburg city, Virginia",51680000203,2107,2107,213,10.1,51,680,203
"Census Tract 2.04, Lynchburg city, Virginia",51680000204,4071,4071,404,9.9,51,680,204
"Census Tract 2.05, Lynchburg city, Virginia",51680000205,3222,3222,293,9.1,51,680,205
"Census Tract 3, Lynchburg city, Virginia",51680000300,3928,3637,637,17.5,51,680,300
"Census Tract 4, Lynchburg city, Virginia",51680000400,2745,2733,650,23.8,51,680,400
"Census Tract 5, Lynchburg city, Virginia",51680000500,590,569,25,4.4,51,680,500
"Census Tract 6, Lynchburg city, Virginia",51680000600,3272,2833,520,18.4,51,680,600
"Census Tract 7, Lynchburg city, Virginia",51680000700,3204,3204,512,16.0,51,680,700
"Census Tract 8.01, Lynchburg city, Virginia",51680000801,2008,2008,250,12.5,51,680,801
"Census Tract 8.02, Lynchburg city, Virginia",51680000802,3135,3125,324,10.4,51,680,802
"Census Tract 9.01, Lynchburg city, Virginia",51680000901,3801,3569,797,22.3,51,680,901
"Census Tract 9.02, Lynchburg city, Virginia",51680000902,3317,3294,241,7.3,51,680,902
"Census Tract 10, Lynchburg city, Virginia",51680001000,3088,3080,399,13.0,51,680,1000
"Census Tract 11, Lynchburg city, Virginia",51680001100,1943,1821,291,16.0,51,680,1100
"Census Tract 14, Lynchburg city, Virginia",51680001400,6166,6162,450,7.3,51,680,1400
"Census Tract 16.01, Lynchburg city, Virginia",51680001601,2871,2830,279,9.9,51,680,1601
"Census Tract 16.02, Lynchburg city, Virginia",51680001602,3341,3341,327,9.8,51,680,1602
"Census Tract 16.03, Lynchburg city, Virginia",51680001603,2629,2629,277,10.5,51,680,1603
"Census Tract 17, Lynchburg city, Virginia",51680001700,5331,5278,689,13.1,51,680,1700
"Census Tract 18, Lynchburg city, Virginia",51680001800,2387,2340,322,13.8,51,680,1800
"Census Tract 19, Lynchburg city, Virginia",51680001900,5050,5005,698,13.9,51,680,1900
"Census Tract 9101, Manassas city, Virginia",51683910100,5600,5579,432,7.7,51,683,910100
"Census Tract 9102.01, Manassas city, Virginia",51683910201,5037,5037,447,8.9,51,683,910201
"Census Tract 9102.02, Manassas city, Virginia",51683910202,7435,7417,301,4.1,51,683,910202
"Census Tract 9103.01, Manassas city, Virginia",51683910301,4558,4519,478,10.6,51,683,910301
"Census Tract 9103.02, Manassas city, Virginia",51683910302,5517,5517,458,8.3,51,683,910302
"Census Tract 9104.01, Manassas city, Virginia",51683910401,7364,7364,377,5.1,51,683,910401
"Census Tract 9104.02, Manassas city, Virginia",51683910402,7085,7047,849,12.0,51,683,910402
"Census Tract 9201, Manassas Park city, Virginia",51685920100,6996,6996,533,7.6,51,685,920100
"Census Tract 9202.01, Manassas Park city, Virginia",51685920201,2429,2429,289,11.9,51,685,920201
"Census Tract 9202.02, Manassas Park city, Virginia",51685920202,7656,7656,631,8.2,51,685,920202
"Census Tract 1, Martinsville city, Virginia",51690000100,3165,2920,495,17.0,51,690,100
"Census Tract 2, Martinsville city, Virginia",51690000200,1858,1858,455,24.5,51,690,200
"Census Tract 3, Martinsville city, Virginia",51690000300,2780,2629,526,20.0,51,690,300
"Census Tract 4, Martinsville city, Virginia",51690000400,2757,2757,744,27.0,51,690,400
"Census Tract 5, Martinsville city, Virginia",51690000500,2916,2916,441,15.1,51,690,500
"Census Tract 301, Newport News city, Virginia",51700030100,4186,2601,658,25.3,51,700,30100
"Census Tract 303, Newport News city, Virginia",51700030300,6046,6032,1233,20.4,51,700,30300
"Census Tract 304, Newport News city, Virginia",51700030400,4340,4325,666,15.4,51,700,30400
"Census Tract 305, Newport News city, Virginia",51700030500,2079,2079,400,19.2,51,700,30500
"Census Tract 306, Newport News city, Virginia",51700030600,1879,1879,421,22.4,51,700,30600
"Census Tract 308, Newport News city, Virginia",51700030800,1940,1890,321,17.0,51,700,30800
"Census Tract 309, Newport News city, Virginia",51700030900,2205,2205,594,26.9,51,700,30900
"Census Tract 311, Newport News city, Virginia",51700031100,3491,3325,505,15.2,51,700,31100
"Census Tract 312, Newport News city, Virginia",51700031200,2066,1999,506,25.3,51,700,31200
"Census Tract 313, Newport News city, Virginia",51700031300,4556,4536,868,19.1,51,700,31300
"Census Tract 314, Newport News city, Virginia",51700031400,5479,5185,992,19.1,51,700,31400
"Census Tract 315, Newport News city, Virginia",51700031500,5537,5236,556,10.6,51,700,31500
"Census Tract 316.02, Newport News city, Virginia",51700031602,5509,5316,636,12.0,51,700,31602
"Census Tract 316.03, Newport News city, Virginia",51700031603,5352,5261,742,14.1,51,700,31603
"Census Tract 316.04, Newport News city, Virginia",51700031604,2962,2851,482,16.9,51,700,31604
"Census Tract 317.01, Newport News city, Virginia",51700031701,4150,4150,568,13.7,51,700,31701
"Census Tract 317.02, Newport News city, Virginia",51700031702,4646,4637,750,16.2,51,700,31702
"Census Tract 318, Newport News city, Virginia",51700031800,3445,3421,422,12.3,51,700,31800
"Census Tract 319.01, Newport News city, Virginia",51700031901,3899,3820,454,11.9,51,700,31901
"Census Tract 319.02, Newport News city, Virginia",51700031902,4001,3896,575,14.8,51,700,31902
"Census Tract 320.01, Newport News city, Virginia",51700032001,2725,2694,335,12.4,51,700,32001
"Census Tract 320.02, Newport News city, Virginia",51700032002,5440,5153,513,10.0,51,700,32002
"Census Tract 320.05, Newport News city, Virginia",51700032005,2370,2292,307,13.4,51,700,32005
"Census Tract 320.06, Newport News city, Virginia",51700032006,4440,4333,753,17.4,51,700,32006
"Census Tract 320.07, Newport News city, Virginia",51700032007,3458,3361,535,15.9,51,700,32007
"Census Tract 321.13, Newport News city, Virginia",51700032113,3297,3060,573,18.7,51,700,32113
"Census Tract 321.14, Newport News city, Virginia",51700032114,1904,1787,212,11.9,51,700,32114
"Census Tract 321.17, Newport News city, Virginia",51700032117,3862,3815,936,24.5,51,700,32117
"Census Tract 321.23, Newport News city, Virginia",51700032123,5140,5107,459,9.0,51,700,32123
"Census Tract 321.24, Newport News city, Virginia",51700032124,4194,3801,785,20.7,51,700,32124
"Census Tract 321.26, Newport News city, Virginia",51700032126,4547,4383,934,21.3,51,700,32126
"Census Tract 321.28, Newport News city, Virginia",51700032128,4181,4029,426,10.6,51,700,32128
"Census Tract 321.29, Newport News city, Virginia",51700032129,3485,3313,508,15.3,51,700,32129
"Census Tract 321.30, Newport News city, Virginia",51700032130,5289,5062,356,7.0,51,700,32130
"Census Tract 321.31, Newport News city, Virginia",51700032131,4855,4693,841,17.9,51,700,32131
"Census Tract 321.32, Newport News city, Virginia",51700032132,4312,4153,562,13.5,51,700,32132
"Census Tract 321.33, Newport News city, Virginia",51700032133,1607,1556,90,5.8,51,700,32133
"Census Tract 321.34, Newport News city, Virginia",51700032134,2926,2854,379,13.3,51,700,32134
"Census Tract 322.11, Newport News city, Virginia",51700032211,6411,6029,807,13.4,51,700,32211
"Census Tract 322.12, Newport News city, Virginia",51700032212,3427,3296,656,19.9,51,700,32212
"Census Tract 322.23, Newport News city, Virginia",51700032223,4170,3968,443,11.2,51,700,32223
"Census Tract 322.25, Newport News city, Virginia",51700032225,4002,4002,981,24.5,51,700,32225
"Census Tract 322.26, Newport News city, Virginia",51700032226,3923,3837,649,16.9,51,700,32226
"Census Tract 322.27, Newport News city, Virginia",51700032227,4819,4508,395,8.8,51,700,32227
"Census Tract 322.28, Newport News city, Virginia",51700032228,3077,3003,342,11.4,51,700,32228
"Census Tract 323, Newport News city, Virginia",51700032300,5872,2323,92,4.0,51,700,32300
"Census Tract 324, Newport News city, Virginia",51700032400,3568,3390,536,15.8,51,700,32400
"Census Tract 1, Norfolk city, Virginia",51710000100,2201,2054,219,10.7,51,710,100
"Census Tract 2.01, Norfolk city, Virginia",51710000201,2560,2364,339,14.3,51,710,201
"Census Tract 2.02, Norfolk city, Virginia",51710000202,4249,3875,644,16.6,51,710,202
"Census Tract 3, Norfolk city, Virginia",51710000300,2699,2576,515,20.0,51,710,300
"Census Tract 4, Norfolk city, Virginia",51710000400,3483,3270,285,8.7,51,710,400
"Census Tract 5, Norfolk city, Virginia",51710000500,3287,3007,666,22.1,51,710,500
"Census Tract 6, Norfolk city, Virginia",51710000600,4243,4034,533,13.2,51,710,600
"Census Tract 7, Norfolk city, Virginia",51710000700,2817,2554,436,17.1,51,710,700
"Census Tract 8, Norfolk city, Virginia",51710000800,1916,1751,191,10.9,51,710,800
"Census Tract 9.01, Norfolk city, Virginia",51710000901,7236,3861,429,11.1,51,710,901
"Census Tract 9.02, Norfolk city, Virginia",51710000902,15820,1302,16,1.2,51,710,902
"Census Tract 11, Norfolk city, Virginia",51710001100,1963,1272,142,11.2,51,710,1100
"Census Tract 12, Norfolk city, Virginia",51710001200,4041,3762,381,10.1,51,710,1200
"Census Tract 13, Norfolk city, Virginia",51710001300,2203,1958,358,18.3,51,710,1300
"Census Tract 14, Norfolk city, Virginia",51710001400,2399,2288,579,25.3,51,710,1400
"Census Tract 15, Norfolk city, Virginia",51710001500,2190,1895,153,8.1,51,710,1500
"Census Tract 16, Norfolk city, Virginia",51710001600,2033,1949,376,19.3,51,710,1600
"Census Tract 17, Norfolk city, Virginia",51710001700,2130,1914,322,16.8,51,710,1700
"Census Tract 20, Norfolk city, Virginia",51710002000,1323,1203,193,16.0,51,710,2000
"Census Tract 21, Norfolk city, Virginia",51710002100,1375,1325,196,14.8,51,710,2100
"Census Tract 22, Norfolk city, Virginia",51710002200,1818,1689,161,9.5,51,710,2200
"Census Tract 23, Norfolk city, Virginia",51710002300,2104,1932,128,6.6,51,710,2300
"Census Tract 24, Norfolk city, Virginia",51710002400,3506,3250,143,4.4,51,710,2400
"Census Tract 25, Norfolk city, Virginia",51710002500,5135,5062,542,10.7,51,710,2500
"Census Tract 26, Norfolk city, Virginia",51710002600,4199,4161,267,6.4,51,710,2600
"Census Tract 27, Norfolk city, Virginia",51710002700,2669,2622,401,15.3,51,710,2700
"Census Tract 28, Norfolk city, Virginia",51710002800,3982,3514,316,9.0,51,710,2800
"Census Tract 29, Norfolk city, Virginia",51710002900,3515,3437,704,20.5,51,710,2900
"Census Tract 30, Norfolk city, Virginia",51710003000,1792,1752,175,10.0,51,710,3000
"Census Tract 31, Norfolk city, Virginia",51710003100,2878,2736,573,20.9,51,710,3100
"Census Tract 32, Norfolk city, Virginia",51710003200,2840,2623,463,17.7,51,710,3200
"Census Tract 33, Norfolk city, Virginia",51710003300,2592,2466,406,16.5,51,710,3300
"Census Tract 34, Norfolk city, Virginia",51710003400,1695,1686,199,11.8,51,710,3400
"Census Tract 35.01, Norfolk city, Virginia",51710003501,3217,3187,523,16.4,51,710,3501
"Census Tract 36, Norfolk city, Virginia",51710003600,2002,1664,148,8.9,51,710,3600
"Census Tract 37, Norfolk city, Virginia",51710003700,2160,2097,261,12.4,51,710,3700
"Census Tract 38, Norfolk city, Virginia",51710003800,2683,2460,151,6.1,51,710,3800
"Census Tract 40.01, Norfolk city, Virginia",51710004001,1355,1236,44,3.6,51,710,4001
"Census Tract 40.02, Norfolk city, Virginia",51710004002,3203,2813,282,10.0,51,710,4002
"Census Tract 41, Norfolk city, Virginia",51710004100,1931,1916,238,12.4,51,710,4100
"Census Tract 42, Norfolk city, Virginia",51710004200,1408,1291,305,23.6,51,710,4200
"Census Tract 43, Norfolk city, Virginia",51710004300,3464,3417,658,19.3,51,710,4300
"Census Tract 44, Norfolk city, Virginia",51710004400,2451,2430,332,13.7,51,710,4400
"Census Tract 45, Norfolk city, Virginia",51710004500,1523,1504,272,18.1,51,710,4500
"Census Tract 46, Norfolk city, Virginia",51710004600,1975,1894,256,13.5,51,710,4600
"Census Tract 47, Norfolk city, Virginia",51710004700,2733,2733,186,6.8,51,710,4700
"Census Tract 48, Norfolk city, Virginia",51710004800,1752,1752,247,14.1,51,710,4800
"Census Tract 49, Norfolk city, Virginia",51710004900,5510,3771,314,8.3,51,710,4900
"Census Tract 50, Norfolk city, Virginia",51710005000,2839,2839,527,18.6,51,710,5000
"Census Tract 51, Norfolk city, Virginia",51710005100,4009,3941,427,10.8,51,710,5100
"Census Tract 55, Norfolk city, Virginia",51710005500,2896,2787,317,11.4,51,710,5500
"Census Tract 56.01, Norfolk city, Virginia",51710005601,4083,3895,763,19.6,51,710,5601
"Census Tract 56.02, Norfolk city, Virginia",51710005602,3221,3020,454,15.0,51,710,5602
"Census Tract 57.01, Norfolk city, Virginia",51710005701,3771,3620,1029,28.4,51,710,5701
"Census Tract 57.02, Norfolk city, Virginia",51710005702,3005,2981,267,9.0,51,710,5702
"Census Tract 58, Norfolk city, Virginia",51710005800,4440,4320,1086,25.1,51,710,5800
"Census Tract 59.01, Norfolk city, Virginia",51710005901,4894,4805,819,17.0,51,710,5901
"Census Tract 59.02, Norfolk city, Virginia",51710005902,3778,3613,555,15.4,51,710,5902
"Census Tract 59.03, Norfolk city, Virginia",51710005903,1554,1500,207,13.8,51,710,5903
"Census Tract 60, Norfolk city, Virginia",51710006000,3433,3337,403,12.1,51,710,6000
"Census Tract 61, Norfolk city, Virginia",51710006100,8574,8160,1512,18.5,51,710,6100
"Census Tract 62, Norfolk city, Virginia",51710006200,2896,2677,405,15.1,51,710,6200
"Census Tract 64, Norfolk city, Virginia",51710006400,2799,2722,493,18.1,51,710,6400
"Census Tract 65.01, Norfolk city, Virginia",51710006501,2794,2716,362,13.3,51,710,6501
"Census Tract 65.02, Norfolk city, Virginia",51710006502,3757,3369,430,12.8,51,710,6502
"Census Tract 66.01, Norfolk city, Virginia",51710006601,522,492,74,15.0,51,710,6601
"Census Tract 66.02, Norfolk city, Virginia",51710006602,2525,2463,363,14.7,51,710,6602
"Census Tract 66.03, Norfolk city, Virginia",51710006603,1971,1885,299,15.9,51,710,6603
"Census Tract 66.04, Norfolk city, Virginia",51710006604,2444,2233,208,9.3,51,710,6604
"Census Tract 66.05, Norfolk city, Virginia",51710006605,2592,2366,301,12.7,51,710,6605
"Census Tract 66.06, Norfolk city, Virginia",51710006606,3403,3022,808,26.7,51,710,6606
"Census Tract 66.07, Norfolk city, Virginia",51710006607,2757,2542,357,14.0,51,710,6607
"Census Tract 68, Norfolk city, Virginia",51710006800,1695,1618,213,13.2,51,710,6800
"Census Tract 69.01, Norfolk city, Virginia",51710006901,3112,2882,470,16.3,51,710,6901
"Census Tract 69.02, Norfolk city, Virginia",51710006902,2590,2393,368,15.4,51,710,6902
"Census Tract 70.01, Norfolk city, Virginia",51710007001,2318,2198,226,10.3,51,710,7001
"Census Tract 70.02, Norfolk city, Virginia",51710007002,3624,3419,570,16.7,51,710,7002
"Census Tract 9801, Norfolk city, Virginia",51710980100,0,0,0,-666666666.0,51,710,980100
"Census Tract 9802, Norfolk city, Virginia",51710980200,0,0,0,-666666666.0,51,710,980200
"Census Tract 9803, Norfolk city, Virginia",51710980300,0,0,0,-666666666.0,51,710,980300
"Census Tract 9900, Norfolk city, Virginia",51710990000,0,0,0,-666666666.0,51,710,990000
"Census Tract 9601, Norton city, Virginia",51720960100,3696,3642,906,24.9,51,720,960100
"Census Tract 8101, Petersburg city, Virginia",51730810100,2320,2320,624,26.9,51,730,810100
"Census Tract 8103, Petersburg city, Virginia",51730810300,2707,2601,499,19.2,51,730,810300
"Census Tract 8104, Petersburg city, Virginia",51730810400,2022,2022,334,16.5,51,730,810400
"Census Tract 8105, Petersburg city, Virginia",51730810500,3437,3384,803,23.7,51,730,810500
"Census Tract 8106, Petersburg city, Virginia",51730810600,1603,1603,573,35.7,51,730,810600
"Census Tract 8107, Petersburg city, Virginia",51730810700,2173,2173,609,28.0,51,730,810700
"Census Tract 8109, Petersburg city, Virginia",51730810900,3290,3190,649,20.3,51,730,810900
"Census Tract 8110, Petersburg city, Virginia",51730811000,5356,5300,879,16.6,51,730,811000
"Census Tract 8111, Petersburg city, Virginia",51730811100,3386,3174,431,13.6,51,730,811100
"Census Tract 8112, Petersburg city, Virginia",51730811200,3807,3648,695,19.1,51,730,811200
"Census Tract 8113, Petersburg city, Virginia",51730811300,3128,2891,807,27.9,51,730,811300
"Census Tract 3401, Poquoson city, Virginia",51735340100,3314,3260,221,6.8,51,735,340100
"Census Tract 3402, Poquoson city, Virginia",51735340200,4959,4893,671,13.7,51,735,340200
"Census Tract 3403, Poquoson city, Virginia",51735340300,4109,4055,495,12.2,51,735,340300
"Census Tract 9901, Poquoson city, Virginia",51735990100,0,0,0,-666666666.0,51,735,990100
"Census Tract 2102, Portsmouth city, Virginia",51740210200,2276,2246,272,12.1,51,740,210200
"Census Tract 2103, Portsmouth city, Virginia",51740210300,2147,2093,371,17.7,51,740,210300
"Census Tract 2104, Portsmouth city, Virginia",51740210400,1430,1389,124,8.9,51,740,210400
"Census Tract 2105, Portsmouth city, Virginia",51740210500,1780,1780,314,17.6,51,740,210500
"Census Tract 2106, Portsmouth city, Virginia",51740210600,1860,1686,149,8.8,51,740,210600
"Census Tract 2109, Portsmouth city, Virginia",51740210900,3407,2825,563,19.9,51,740,210900
"Census Tract 2111, Portsmouth city, Virginia",51740211100,1610,1610,338,21.0,51,740,211100
"Census Tract 2114, Portsmouth city, Virginia",51740211400,1639,1592,362,22.7,51,740,211400
"Census Tract 2115, Portsmouth city, Virginia",51740211500,2088,1993,339,17.0,51,740,211500
"Census Tract 2116, Portsmouth city, Virginia",51740211600,3918,3777,484,12.8,51,740,211600
"Census Tract 2117, Portsmouth city, Virginia",51740211700,3097,3088,443,14.3,51,740,211700
"Census Tract 2118, Portsmouth city, Virginia",51740211800,3655,3614,823,22.8,51,740,211800
"Census Tract 2119, Portsmouth city, Virginia",51740211900,1353,1288,297,23.1,51,740,211900
"Census Tract 2120, Portsmouth city, Virginia",51740212000,1527,1522,196,12.9,51,740,212000
"Census Tract 2121, Portsmouth city, Virginia",51740212100,1448,1448,244,16.9,51,740,212100
"Census Tract 2123, Portsmouth city, Virginia",51740212300,4793,4686,667,14.2,51,740,212300
"Census Tract 2124, Portsmouth city, Virginia",51740212400,3871,3764,727,19.3,51,740,212400
"Census Tract 2125, Portsmouth city, Virginia",51740212500,2582,2530,344,13.6,51,740,212500
"Census Tract 2126, Portsmouth city, Virginia",51740212600,1724,1626,205,12.6,51,740,212600
"Census Tract 2127.01, Portsmouth city, Virginia",51740212701,5898,4627,672,14.5,51,740,212701
"Census Tract 2127.02, Portsmouth city, Virginia",51740212702,2965,2956,505,17.1,51,740,212702
"Census Tract 2128.01, Portsmouth city, Virginia",51740212801,4999,4882,848,17.4,51,740,212801
"Census Tract 2128.02, Portsmouth city, Virginia",51740212802,2147,2120,374,17.6,51,740,212802
"Census Tract 2129, Portsmouth city, Virginia",51740212900,5069,4869,669,13.7,51,740,212900
"Census Tract 2130.01, Portsmouth city, Virginia",51740213001,5883,5214,882,16.9,51,740,213001
"Census Tract 2130.02, Portsmouth city, Virginia",51740213002,4346,4183,446,10.7,51,740,213002
"Census Tract 2131.01, Portsmouth city, Virginia",51740213101,5092,4955,302,6.1,51,740,213101
"Census Tract 2131.03, Portsmouth city, Virginia",51740213103,6707,6565,762,11.6,51,740,213103
"Census Tract 2131.04, Portsmouth city, Virginia",51740213104,4652,4487,481,10.7,51,740,213104
"Census Tract 2132, Portsmouth city, Virginia",51740213200,2811,1889,219,11.6,51,740,213200
"Census Tract 9801, Portsmouth city, Virginia",51740980100,680,0,0,-666666666.0,51,740,980100
"Census Tract 101.01, Radford city, Virginia",51750010101,3968,3946,340,8.6,51,750,10101
"Census Tract 101.02, Radford city, Virginia",51750010102,5321,5291,526,9.9,51,750,10102
"Census Tract 102.01, Radford city, Virginia",51750010201,3463,3463,575,16.6,51,750,10201
"Census Tract 102.02, Radford city, Virginia",51750010202,3453,3370,446,13.2,51,750,10202
"Census Tract 102.01, Richmond city, Virginia",51760010201,2373,2356,298,12.6,51,760,10201
"Census Tract 102.02, Richmond city, Virginia",51760010202,2125,2025,893,44.1,51,760,10202
"Census Tract 103, Richmond city, Virginia",51760010300,1706,1696,314,18.5,51,760,10300
"Census Tract 104.01, Richmond city, Virginia",51760010401,2920,2915,322,11.0,51,760,10401
"Census Tract 104.02, Richmond city, Virginia",51760010402,3065,2997,353,11.8,51,760,10402
"Census Tract 105, Richmond city, Virginia",51760010500,1312,1312,231,17.6,51,760,10500
"Census Tract 106, Richmond city, Virginia",51760010600,2275,2241,308,13.7,51,760,10600
"Census Tract 107, Richmond city, Virginia",51760010700,2433,2413,383,15.9,51,760,10700
"Census Tract 108, Richmond city, Virginia",51760010800,5378,5339,982,18.4,51,760,10800
"Census Tract 109, Richmond city, Virginia",51760010900,2816,2816,593,21.1,51,760,10900
"Census Tract 110, Richmond city, Virginia",51760011000,2845,2833,538,19.0,51,760,11000
"Census Tract 111, Richmond city, Virginia",51760011100,3553,3515,381,10.8,51,760,11100
"Census Tract 201, Richmond city, Virginia",51760020100,1743,1743,465,26.7,51,760,20100
"Census Tract 202, Richmond city, Virginia",51760020200,4227,4227,620,14.7,51,760,20200
"Census Tract 203, Richmond city, Virginia",51760020300,2020,2001,518,25.9,51,760,20300
"Census Tract 204, Richmond city, Virginia",51760020400,4563,3717,803,21.6,51,760,20400
"Census Tract 205.01, Richmond city, Virginia",51760020501,3194,3194,226,7.1,51,760,20501
"Census Tract 205.02, Richmond city, Virginia",51760020502,2908,2908,110,3.8,51,760,20502
"Census Tract 206, Richmond city, Virginia",51760020600,2337,2337,230,9.8,51,760,20600
"Census Tract 207, Richmond city, Virginia",51760020700,1489,1489,309,20.8,51,760,20700
"Census Tract 208, Richmond city, Virginia",51760020800,2128,2128,171,8.0,51,760,20800
"Census Tract 209, Richmond city, Virginia",51760020900,3097,3097,694,22.4,51,760,20900
"Census Tract 210, Richmond city, Virginia",51760021000,2645,2645,505,19.1,51,760,21000
"Census Tract 211, Richmond city, Virginia",51760021100,1725,1725,171,9.9,51,760,21100
"Census Tract 212, Richmond city, Virginia",51760021200,1709,1677,161,9.6,51,760,21200
"Census Tract 301, Richmond city, Virginia",51760030100,2837,2837,558,19.7,51,760,30100
"Census Tract 302, Richmond city, Virginia",51760030200,2986,2971,301,10.1,51,760,30200
"Census Tract 305.01, Richmond city, Virginia",51760030501,2821,2755,309,11.2,51,760,30501
"Census Tract 305.02, Richmond city, Virginia",51760030502,2051,2008,56,2.8,51,760,30502
"Census Tract 402.01, Richmond city, Virginia",51760040201,2161,2148,186,8.7,51,760,40201
"Census Tract 402.02, Richmond city, Virginia",51760040202,2686,2624,347,13.2,51,760,40202
"Census Tract 403, Richmond city, Virginia",51760040300,2658,2658,298,11.2,51,760,40300
